EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Fg3aBlocked,BadPassOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyArc3FGM,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,DefensiveGoaltends,SecondChanceFtPoints,HeaveAttempts,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,team_id,year,season,team_vs
1627748-1627763-1891-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Jason Terry, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Terry, Snell, Antetokounmpo",1627748-1627763-1891-203503-203507,MIL,130.0,1,2.0,-3.0,4,4.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.25,0.375,0.25,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,88.61538461538463,1.0,19.0,13.5,19.0,12.75,0.5,0.5,1.0,0.25,0.25,1.0,0.5,0.5,0.75,0.5171875,0.509325,0.25,0.3333333333333333,7.2,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203114-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Khris Middleton, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Middleton, Snell, Antetokounmpo",1627748-1627763-203114-203503-203507,MIL,4729.0,6,79.0,-7.0,152,156.0,308,26.0,50.0,6.0,8.0,30.0,29.0,4.0,46.0,99.0,39.0,36.0,158.0,165.0,11.0,16.0,7.0,52.0,29.0,13.0,2.0,13.0,34.0,60.0,17.0,77.0,12.0,6.0,15.0,38.0,41.0,6.0,19.0,8.0,,8.0,6.0,144.0,0.46464646464646464,0.4420289855072464,0.5096774193548387,0.2826086956521739,0.13131313131313133,0.18,0.8,0.7906976744186046,0.24528301886792453,0.07142857142857142,0.8507462686567164,0.18518518518518517,0.25,0.08695652173913043,0.7857142857142857,93.78727003594841,0.75,15.736842105263158,14.98076923076923,15.013157894736842,14.532051282051283,0.36231884057971014,0.52,0.6341463414634146,0.21739130434782608,0.21014492753623187,0.4,0.34782608695652173,0.17391304347826086,0.644927536231884,0.5358401459854014,0.5291159090909091,0.13157894736842105,0.16964285714285715,7.376767676767677,25.807692307692307,25.0,17.0,14.0,3.0,3.0,8.0,19.0,12.0,5.0,10.0,2.0,3.0,2.0,3.0,5.0,1.0,10.0,4.0,2.0,4.0,14.0,7.0,2.0,9.0,29.0,40.0,24.0,6.0,6.0,5.0,20.0,8.0,28.0,3.0,5.0,10.0,2.0,8.0,64.0,2.0,23.0,3.0,1.0,17.0,13.0,4.0,3.0,6.0,2.0,1.0,14.0,4.0,29.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,6.0,2.0,2.0,2.0,29.0,25.0,3.0,0.43478260869565216,0.46511627906976744,0.8,0.2564102564102564,0.5,0.2857142857142857,0.2564102564102564,0.36363636363636365,0.4375,0.4666666666666667,0.43478260869565216,0.4666666666666667,0.5178571428571429,0.10526315789473684,0.06666666666666667,0.6,0.6666666666666666,0.9583333333333334,0.36363636363636365,0.16666666666666666,0.7058823529411765,0.9166666666666666,0.9333333333333333,1.0,0.014705882352941176,0.38461538461538464,0.13768115942028986,0.42105263157894735,0.47058823529411764,0.25,0.4,0.42857142857142855,0.6666666666666666,0.07246376811594203,0.5,0.5,1.0,0.1724137931034483,0.1724137931034483,0.6,0.5,0.2,0.6666666666666666,1.0,0.06666666666666667,0.375,0.13043478260869565,0.6666666666666666,0.1724137931034483,0.5068535714285715,0.025,0.08860759493670886,0.18354430379746836,0.16447368421052633,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203114-203507-203521,1610612749,"Thon Maker, Malcolm Brogdon, Khris Middleton, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Brogdon, Middleton, Antetokounmpo, Dellavedova",1627748-1627763-203114-203507-203521,MIL,630.0,4,10.0,-3.0,20,20.0,40,2.0,2.0,,1.0,6.0,4.0,,5.0,9.0,5.0,4.0,17.0,20.0,,7.0,1.0,2.0,4.0,,,,5.0,10.0,,10.0,1.0,1.0,3.0,7.0,7.0,1.0,2.0,,,,,17.0,0.5555555555555556,0.4642857142857143,0.5,0.35714285714285715,,,0.3333333333333333,1.0,,,1.0,,,,1.0,91.42857142857143,,16.7,14.8,16.7,14.8,0.14285714285714285,1.0,1.0,0.42857142857142855,0.2857142857142857,,0.125,,0.5,0.46850714285714284,0.46329375,0.13333333333333333,0.2,13.022222222222222,24.880000000000003,10.0,8.0,,,1.0,,1.0,3.0,,1.0,,,,1.0,1.0,,1.0,,,,,4.0,,2.0,10.0,8.0,3.0,,,1.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,,4.0,1.0,,1.0,1.0,,2.0,,,,2.0,1.0,4.0,,,,,,,,2.0,,,,,10.0,10.0,2.0,0.8,0.8,1.0,0.2,,,0.2,,0.5714285714285714,,0.5,,0.5,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.07142857142857142,,,,0.5,0.5,0.6666666666666666,0.07142857142857142,,,,0.25,0.3333333333333333,1.0,,,,,,1.0,0.125,,0.25,,,,0.5882352941176471,0.5,1.0,2.0,0.2,0.25,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203141-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Mirza Teletovic, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Teletovic, Snell, Antetokounmpo",1627748-1627763-203141-203503-203507,MIL,51.0,1,1.0,2.0,2,1.0,3,,,,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,84.70588235294117,,12.0,27.0,12.0,27.0,,,,1.0,,,,,,0.3376,,,,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1891-203114-203507-203521,1610612749,"Thon Maker, Jason Terry, Khris Middleton, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Terry, Middleton, Antetokounmpo, Dellavedova",1627748-1891-203114-203507-203521,MIL,21.0,1,,4.0,2,1.0,3,1.0,1.0,,,,,,1.0,1.0,,2.0,4.0,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,205.71428571428572,,7.5,6.0,7.5,6.0,1.0,1.0,1.0,,,,,,1.0,0.8415,,,,0.1,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-203114-203503-203507-203521,1610612749,"Thon Maker, Khris Middleton, Tony Snell, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Middleton, Snell, Antetokounmpo, Dellavedova",1627748-203114-203503-203507-203521,MIL,25.0,1,,2.0,1,1.0,2,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,115.19999999999999,,14.0,11.0,14.0,11.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-203141-203503-203507-203521,1610612749,"Thon Maker, Mirza Teletovic, Tony Snell, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Teletovic, Snell, Antetokounmpo, Dellavedova",1627748-203141-203503-203507-203521,MIL,11.0,1,,,1,,1,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,1.0,,,,,,0.2755,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627763-1891-202328-203141-203507,1610612749,"Malcolm Brogdon, Jason Terry, Greg Monroe, Mirza Teletovic, Giannis Antetokounmpo","Brogdon, Terry, Monroe, Teletovic, Antetokounmpo",1627763-1891-202328-203141-203507,MIL,249.0,2,4.0,2.0,8,7.0,15,,1.0,,,,3.0,,1.0,3.0,5.0,1.0,12.0,10.0,,,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,12.0,0.3333333333333333,0.6875,0.75,0.625,0.3333333333333333,,1.0,0.5,0.5,,0.5,0.25,,,,86.74698795180723,,17.75,15.285714285714286,17.125,14.428571428571429,0.125,,,,0.375,,,,0.75,0.523225,,0.125,0.3333333333333333,5.566666666666666,24.52,,,1.0,,,1.0,2.0,,1.0,2.0,,1.0,,,2.0,,3.0,,,1.0,,,,,,,3.0,6.0,,2.0,,1.0,1.0,,1.0,,,,3.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,0.6,,,0.6,,,,,,,0.5,,,,,1.0,,1.0,,,,,,0.25,0.5,1.0,,,,,0.25,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,,,1.0,,,,,,,0.6666666666666666,0.4995,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627763-1891-203089-203507-203521,1610612749,"Malcolm Brogdon, Jason Terry, John Henson, Giannis Antetokounmpo, Matthew Dellavedova","Brogdon, Terry, Henson, Antetokounmpo, Dellavedova",1627763-1891-203089-203507-203521,MIL,334.0,1,6.0,3.0,10,9.0,19,2.0,4.0,1.0,,,3.0,,3.0,7.0,3.0,2.0,11.0,8.0,2.0,,,6.0,3.0,,1.0,1.0,3.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,7.0,0.42857142857142855,0.45,0.5,0.3,,,1.0,0.5,0.25,0.5,0.625,0.3333333333333333,0.5,0.5,1.0,81.91616766467067,,16.4,18.88888888888889,15.6,17.22222222222222,0.4,0.5,0.5,,0.3,0.5,,,0.7,0.4902166666666667,,0.09090909090909091,0.125,5.857142857142857,26.233333333333334,,,2.0,1.0,,1.0,3.0,,,,,,,,1.0,,1.0,2.0,,,4.0,,,,,,3.0,,2.0,1.0,,1.0,1.0,1.0,,,,,3.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,1.0,,1.0,,1.0,,,,,,1.0,,,0.5,,1.0,1.0,,,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,0.3333333333333333,0.566,,0.36363636363636365,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627763-201150-201563-203114-203507,1610612749,"Malcolm Brogdon, Spencer Hawes, Michael Beasley, Khris Middleton, Giannis Antetokounmpo","Brogdon, Hawes, Beasley, Middleton, Antetokounmpo",1627763-201150-201563-203114-203507,MIL,89.0,1,1.0,,3,3.0,6,2.0,2.0,,,,,,2.0,2.0,,,4.0,4.0,,,,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,4.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,97.07865168539325,,11.333333333333334,18.333333333333332,11.333333333333334,18.333333333333332,1.0,1.0,1.0,,,,,,1.0,0.7326,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
