EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Charge Fouls Drawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,HeaveAttempts,Fg3aBlocked,LostBallSteals,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,Fg2aBlocked,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,OffLongMidRangeReboundPct,SecondChanceFtPoints,OffThreePtRebounds,BlockedLongMidRange,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceArc3FGA,Offensive Fouls Drawn,SecondChanceArc3Frequency,PtsPutbacks,BlockingFouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,ThreePtShootingFoulsDrawnPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Charge Fouls,PenaltyArc3FGM,PenaltyFG3M,Loose Ball Fouls,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,FTOffRebounds,Travels,OffFTReboundPct,Offensive Fouls,Blocked3s,BlockedCorner3,team_id,year,season,team_vs
101114-101127-101187-201152-201572,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Brook Lopez","Williams, Jack, Anderson, Young, Lopez",101114-101127-101187-201152-201572,BKN,589.0,4,10.0,17.0,21.0,18.0,4.0,39.0,5.0,5.0,2.0,2.0,4.0,7.0,3.0,5.0,1.0,1.0,12.0,17.0,1.0,3.0,27.0,10.0,2.0,2.0,1.0,2.0,6.0,18.0,6.0,1.0,9.0,9.0,3.0,4.0,2.0,18.0,5.0,5.0,10.0,10.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,27.0,6.0,4.0,0.75,0.75,0.7058823529411765,1.0,0.6666666666666666,0.6666666666666666,0.675,0.75,0.05555555555555555,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,95.34804753820035,12.904761904761905,17.666666666666668,12.904761904761905,17.555555555555557,0.2777777777777778,1.0,1.0,0.6,0.3888888888888889,0.5714285714285714,0.5714285714285714,1.0,0.2777777777777778,0.6,0.6,0.6666666666666666,0.05555555555555555,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.45436666666666664,0.4595,0.1,0.10526315789473684,0.2222222222222222,9.452941176470588,29.7,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Bojan Bogdanovic","Williams, Jack, Anderson, Young, Bogdanovic",101114-101127-101187-201152-202711,BKN,253.0,2,4.0,7.0,7.0,7.0,,14.0,1.0,3.0,,,,,1.0,1.0,2.0,,2.0,4.0,3.0,,13.0,6.0,,,,,,,4.0,2.0,,3.0,,,,9.0,2.0,2.0,4.0,5.0,,,,,1.0,4.0,2.0,,,10.0,,,,,0.5,,0.9285714285714286,,0.9285714285714286,,0.42857142857142855,0.5,0.6666666666666666,0.5714285714285714,0.5,,0.6666666666666666,,79.68379446640316,17.571428571428573,18.571428571428573,15.857142857142858,17.714285714285715,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,0.8571428571428571,0.5017285714285714,,,,,6.05,24.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.5,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5607,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-203486,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Mason Plumlee","Williams, Jack, Anderson, Young, Plumlee",101114-101127-101187-201152-203486,BKN,86.0,3,1.0,-6.0,3.0,4.0,,7.0,1.0,1.0,,,,1.0,,,1.0,,1.0,2.0,1.0,,2.0,8.0,,,,,,2.0,,,1.0,1.0,1.0,,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,117.20930232558139,12.0,12.5,12.0,10.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.54055,,,,,6.9,55.4,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Bojan Bogdanovic","Williams, Jack, Anderson, Lopez, Bogdanovic",101114-101127-101187-201572-202711,BKN,90.0,2,2.0,6.0,3.0,3.0,,6.0,,,,,,,,,2.0,,,,2.0,1.0,7.0,1.0,,,,,,,,2.0,,1.0,,,,3.0,,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,7.0,,,,,,,1.5,,1.1666666666666667,,1.0,1.0,,1.0,1.0,,,,96.0,11.0,19.0,11.0,19.0,,,,,,,,,,,,,1.0,,,,1.0,0.491325,,0.3333333333333333,1.0,,,26.25,,,,,,,2.0,2.0,,,,3.0,2.0,1.0,1.0,,,,,,1.0,,0.5,1.0,,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,1.0,,,3.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Joe Johnson","Williams, Jack, Anderson, Lopez, Johnson",101114-101127-101187-201572-2207,BKN,805.0,6,13.0,5.0,27.0,29.0,4.0,56.0,5.0,9.0,2.0,2.0,4.0,7.0,1.0,2.0,5.0,,10.0,18.0,7.0,2.0,31.0,26.0,3.0,3.0,,,6.0,12.0,8.0,5.0,6.0,9.0,3.0,2.0,1.0,21.0,8.0,4.0,13.0,16.0,2.0,2.0,2.0,,4.0,8.0,2.0,2.0,1.0,29.0,6.0,4.0,0.6,0.6,0.5555555555555556,1.0,0.58,1.0,0.5961538461538461,1.0,0.28,0.6666666666666666,1.0,0.8571428571428571,,1.0,1.0,1.0,100.17391304347827,14.25925925925926,14.482758620689655,13.37037037037037,14.241379310344827,0.36,0.5555555555555556,0.625,0.6,0.28,0.5714285714285714,0.5714285714285714,0.5,0.08,0.5,0.5,1.0,0.2,0.6666666666666666,1.0,,0.64,0.49824399999999996,0.5338999999999999,0.038461538461538464,0.05263157894736842,0.1935483870967742,5.188888888888889,24.914285714285715,0.14814814814814814,3.0,1.0,2.0,,,2.0,3.0,,,2.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,,1.0,0.42857142857142855,,0.42857142857142855,0.5,0.5,0.5,0.375,0.25,0.75,0.08,0.5,1.0,1.0,0.4,0.4,1.0,,,,0.4,0.6147,0.06451612903225806,7.0,,1.0,,0.14285714285714285,,,2.0,2.0,2.0,1.0,0.75,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.05555555555555555,0.1111111111111111,0.5,1.0,0.1,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-202711-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Bojan Bogdanovic, Joe Johnson","Williams, Jack, Anderson, Bogdanovic, Johnson",101114-101127-101187-202711-2207,BKN,15.0,1,,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,96.0,14.0,,14.0,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,0.5,0.5,0.255075,0.255075,,,1.0,12.4,27.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-203486-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Mason Plumlee, Joe Johnson","Williams, Jack, Anderson, Plumlee, Johnson",101114-101127-101187-203486-2207,BKN,116.0,2,2.0,-1.0,4.0,3.0,,7.0,1.0,2.0,,,,,,1.0,,,1.0,3.0,1.0,2.0,4.0,5.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,2.0,2.0,1.0,4.0,,,,,0.3333333333333333,,0.25,,0.4,,0.25,,,,,,,,86.89655172413794,20.25,11.666666666666666,19.5,11.666666666666666,0.5,0.5,1.0,,,,,,0.25,,,,,,,,0.75,0.5616875,,0.2,0.25,,6.3999999999999995,22.6,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,0.5,0.3333333333333333,,0.25,,,,,,,,,,,0.6614,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,0.3333333333333333,0.5,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-201152-201572-2207,1610612751,"Deron Williams, Jarrett Jack, Thaddeus Young, Brook Lopez, Joe Johnson","Williams, Jack, Young, Lopez, Johnson",101114-101127-201152-201572-2207,BKN,387.0,2,6.0,,11.0,12.0,,23.0,1.0,2.0,,,2.0,3.0,1.0,2.0,3.0,,4.0,7.0,5.0,1.0,15.0,15.0,,,,,,6.0,2.0,3.0,3.0,5.0,1.0,2.0,,12.0,2.0,2.0,4.0,6.0,2.0,,,,1.0,,1.0,2.0,1.0,11.0,,,0.75,0.75,0.5714285714285714,,0.5833333333333334,,0.5769230769230769,,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,,85.5813953488372,19.181818181818183,14.666666666666666,18.363636363636363,13.25,0.16666666666666666,0.5,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.5,0.5,,0.25,,,,0.5833333333333334,0.46594583333333334,,0.07692307692307693,0.125,,8.571428571428571,24.84,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,0.4,1.0,0.4,1.5,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.5637,0.26666666666666666,,,,2.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-201152-203486-2207,1610612751,"Deron Williams, Jarrett Jack, Thaddeus Young, Mason Plumlee, Joe Johnson","Williams, Jack, Young, Plumlee, Johnson",101114-101127-201152-203486-2207,BKN,41.0,1,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,35.1219512195122,22.0,,22.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.4031,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-201572-202711-2207,1610612751,"Deron Williams, Jarrett Jack, Brook Lopez, Bojan Bogdanovic, Joe Johnson","Williams, Jack, Lopez, Bogdanovic, Johnson",101114-101127-201572-202711-2207,BKN,590.0,3,10.0,5.0,19.0,17.0,,36.0,1.0,1.0,,,3.0,6.0,2.0,4.0,5.0,,6.0,11.0,6.0,,21.0,16.0,,,,,,6.0,6.0,5.0,3.0,5.0,1.0,1.0,1.0,12.0,3.0,3.0,7.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,21.0,,,0.5,0.5,0.5454545454545454,,0.6176470588235294,,0.6176470588235294,,0.35294117647058826,0.75,0.6,0.6666666666666666,0.75,,0.5,1.0,87.86440677966101,15.157894736842104,17.764705882352942,14.947368421052632,16.235294117647058,0.058823529411764705,1.0,1.0,1.0,0.35294117647058826,0.5,0.5,0.3333333333333333,0.23529411764705882,0.5,0.5,0.5,0.29411764705882354,,,,0.4117647058823529,0.4470705882352941,,,,,12.572727272727274,24.349999999999998,,1.0,,1.0,,,3.0,3.0,,1.0,,6.0,3.0,2.0,2.0,,,1.0,2.0,2.0,1.0,,0.6666666666666666,0.5,,0.5,,,0.6666666666666666,,0.125,,0.058823529411764705,,,,0.6,0.6,0.6666666666666666,,,,0.6,,,2.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,0.3333333333333333,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
